,temp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
868,-131,1244,16029,1165,-77,118,9,2670,-1163,-2351
869,-133,1272,16032,1160,-60,116,-3,2700,-1148,-2263
870,-134,1244,16075,1269,-55,113,3,2632,-1164,-2356
871,-130,1242,16041,1204,-50,118,10,2655,-1169,-2316
872,-132,1247,16003,1166,-78,111,-5,2682,-1184,-2292
873,-133,604,16393,1035,-150,-1696,35,2687,-1195,-2355
874,-132,2631,15706,1767,40,-186,-42,2629,-1187,-2341
875,-132,1973,16201,1405,-185,-550,-31,2605,-1166,-2409
876,-130,388,16204,1293,-254,-505,-193,2643,-1177,-2412
877,-129,-254,16394,1369,-99,-470,52,2739,-1235,-2435
878,-131,1329,16127,1554,-84,93,118,2703,-1197,-2335
879,-132,1087,16188,977,67,576,47,2703,-1151,-2407
880,-133,1595,15985,1358,-119,557,-20,2645,-1142,-2412
881,-130,1137,16034,1194,4,38,21,2680,-1156,-2393
882,-131,1354,16131,1153,-62,131,-2,2655,-1182,-2364
883,-132,1065,15968,1339,-23,93,-7,2656,-1169,-2358
884,-135,1151,16041,1094,-82,86,16,2672,-1193,-2389
885,-131,1235,15969,1292,-70,106,4,2679,-1150,-2344
886,-131,1165,16066,1211,-37,105,8,2655,-1187,-2357
887,-133,1203,16033,1287,-79,99,8,2663,-1150,-2349
888,-132,1218,16032,1150,-40,105,8,2698,-1148,-2331
889,-132,1227,16096,1271,-44,105,7,2685,-1137,-2352
890,-133,1238,16071,1247,-57,109,7,2672,-1170,-2370
891,-132,1226,16012,1137,-84,106,7,2668,-1132,-2351
892,-131,1242,16017,1234,-46,103,6,2646,-1137,-2369
893,-133,1249,16094,1241,-50,104,6,2654,-1120,-2374
894,-131,1257,16016,1204,-63,110,1,2649,-1136,-2338
895,-132,1234,16035,1190,-44,110,8,2665,-1142,-2392
896,-131,1215,16071,1289,-51,119,5,2665,-1135,-2431
897,-131,1230,16047,1192,-67,107,9,2673,-1131,-2401
898,-130,1261,16008,1156,-52,107,17,2657,-1142,-2355
899,-134,1240,16071,1244,-36,101,13,2649,-1120,-2390
900,-133,1247,16077,1251,-59,109,4,2616,-1138,-2412
901,-134,1246,15994,1158,-53,113,5,2634,-1154,-2345
902,-135,1228,16054,1263,-39,110,8,2658,-1132,-2368
903,-133,1258,16042,1243,-66,111,-2,2647,-1143,-2383
904,-133,1256,15986,1142,-80,115,7,2646,-1138,-2443
905,-131,1262,16040,1232,-44,115,8,2647,-1139,-2445
906,-132,1274,16075,1267,-44,110,1,2635,-1151,-2452
907,-131,1269,16049,1234,-68,112,3,2623,-1171,-2412
908,-132,1284,15998,1135,-72,118,2,2669,-1169,-2423
909,-132,1276,16046,1234,-50,113,14,2640,-1128,-2389
910,-130,1265,16071,1265,-45,108,-5,2659,-1117,-2405
911,-134,1264,16024,1154,-69,118,-3,2653,-1164,-2388
912,-131,1273,15985,1136,-70,118,7,2685,-1125,-2369
913,-132,1247,16039,1286,-32,110,13,2597,-1168,-2346
914,-132,1249,16065,1270,-43,104,-1,2634,-1108,-2400
915,-131,1254,16012,1160,-77,129,1,2648,-1102,-2456
916,-129,1274,16022,1191,-50,126,3,2651,-1147,-2419
917,-131,1251,16033,1225,-49,99,1,2667,-1162,-2404
918,-133,1261,16071,1260,-54,106,-4,2652,-1129,-2457
919,-133,1262,16008,1164,-79,117,1,2668,-1127,-2371
920,-131,1273,16033,1163,-48,117,4,2648,-1111,-2442
921,-134,1258,16063,1283,-31,102,-8,2632,-1107,-2374
922,-131,1265,16038,1211,-58,116,-1,2657,-1117,-2432
923,-134,1272,16001,1138,-75,114,250,2664,-1121,-2436
924,-134,1270,16003,1161,-59,120,6,2625,-1091,-2415
925,-132,1249,16061,1282,-43,106,-2,2641,-1114,-2411
926,-132,1270,16021,1136,-74,123,-4,2641,-1126,-2396
927,-132,1284,16079,1254,-42,110,3,2660,-1128,-2369
928,-129,1263,16061,1227,-70,105,-3,2662,-1115,-2427
929,-129,1271,15986,1198,-60,113,2,2672,-1133,-2361
930,-132,1270,16091,1280,-34,106,4,2641,-1145,-2380
931,-127,1263,16033,1179,-52,108,-5,2654,-1123,-2429
932,-132,1247,15991,1150,-60,117,7,2659,-1128,-2401
933,-130,1274,16052,1250,-51,111,7,2631,-1165,-2373
934,-130,1248,16046,1227,-37,102,-5,2653,-1134,-2419
935,-132,1282,16000,1153,-75,111,2,2626,-1149,-2363
936,-130,1265,16039,1227,-47,112,5,2641,-1097,-2396
937,-132,1243,16068,1261,-55,109,0,2653,-1120,-2413
938,-133,1268,16007,1154,-73,122,0,2631,-1108,-2410
939,-133,1261,16040,1262,-36,116,-9,2621,-1129,-2396
940,-132,1265,16060,1234,-72,115,-4,2642,-1143,-2386
941,-131,1249,15991,1145,-84,118,-1,2605,-1157,-2479
942,-132,1270,16045,1202,-48,118,-7,2654,-1145,-2387
943,-133,1256,16077,1269,-42,103,-1,2642,-1161,-2414
944,-132,1263,16010,1173,-84,109,-1,2655,-1121,-2361
945,-133,1269,15998,1164,-57,122,4,2647,-1118,-2399
946,-131,1259,16056,1272,-42,108,1,2608,-1125,-2390
947,-130,1250,16056,1235,-66,107,-4,2651,-1175,-2329
948,-132,1528,15993,1151,-78,112,-3,2649,-1178,-2359
949,-132,1273,16016,1182,-63,113,-3,2596,-1163,-2379
950,-132,1242,16052,1274,-41,108,3,2667,-1141,-2380
951,-133,1265,16051,1238,-72,106,-6,2665,-1145,-2361
952,-131,1268,15986,1134,-78,120,0,2607,-1153,-2391
953,-133,1270,16054,1217,-51,120,-2,2644,-1171,-2404
954,-133,1277,16068,1270,-44,109,-8,2602,-1140,-2410
955,-130,1251,16012,1120,-77,112,3,2617,-1173,-2407
956,-131,1267,15996,1133,-75,124,1,2634,-1163,-2371
957,-133,1249,16050,1224,-43,115,-1,2647,-1170,-2421
958,-130,1266,16069,1260,-51,118,0,2660,-1164,-2399
959,-132,1279,16012,1151,-65,122,4,2664,-1094,-2434
960,-131,1255,16070,1279,-51,107,2,2648,-1150,-2321
961,-131,1276,16054,1213,-70,112,0,2656,-1137,-2359
962,-132,1264,15982,1120,-74,117,5,2656,-1156,-2396
963,-130,1254,16057,1243,-51,118,11,2627,-1143,-2331
964,-135,1265,16024,1181,-76,122,-6,2622,-1164,-2453
965,-132,1286,16018,1156,-51,117,-5,2637,-1172,-2361
966,-132,1256,16059,1276,-48,104,-6,2626,-1160,-2371
967,-130,1257,16044,1207,-76,100,-3,2591,-1146,-2397
968,-131,1274,15998,1145,-63,115,1,2631,-1137,-2322
969,-132,1248,16082,1269,-40,108,-1,2640,-1197,-2308
970,-131,1250,15993,1159,-76,115,-1,2609,-1126,-2388
971,-133,1268,16015,1170,-56,117,-1,2667,-1119,-2342
972,-133,1266,16094,1282,-48,116,-6,2623,-1174,-2374
973,-131,1261,16010,1188,-68,121,-2,2660,-1182,-2406
974,-133,1273,16002,1140,-62,125,-1,2646,-1123,-2330
975,-130,1249,16070,1267,-52,103,-7,2670,-1136,-2387
976,-132,1253,15995,1147,-70,116,2,2674,-1125,-2401
977,-133,1264,16079,1266,-50,110,4,2602,-1156,-2349
978,-130,1263,16048,1209,-70,113,-6,2634,-1154,-2369
979,-130,1263,15990,1157,-76,118,-2,2653,-1145,-2325
980,-131,1257,16034,1231,-55,108,6,2683,-1131,-2379
981,-128,1254,16077,1271,-45,99,-2,2680,-1144,-2370
982,-130,1269,16046,1227,-66,111,-5,2647,-1155,-2391
983,-130,1261,16033,1180,-66,116,0,2679,-1140,-2387
984,-131,1262,16042,1479,-37,113,7,2673,-1168,-2318
985,-129,1267,16068,1265,-58,111,-4,2669,-1154,-2416
986,-130,1257,16002,1169,-79,118,-4,2673,-1142,-2342
987,-133,1278,16026,1182,-56,129,2,2649,-1134,-2345
988,-131,1277,16082,1254,-47,123,-2,2682,-1157,-2344
989,-134,1246,16047,1215,-78,112,4,2654,-1163,-2365
990,-132,1267,15978,1164,-83,115,5,2666,-1140,-2356
991,-131,1271,16058,1234,-50,107,-3,2685,-1112,-2456
992,-133,1256,16063,1269,-49,112,-6,2670,-1139,-2411
993,-132,1265,15997,1145,-72,115,-5,2626,-1123,-2389
994,-130,1261,16027,1202,-45,121,-1,2618,-1171,-2462
995,-133,1271,16091,1284,-43,108,-10,2651,-1147,-2388
996,-133,1243,16006,1189,-75,119,0,2630,-1129,-2420
997,-133,1259,16010,1174,-57,120,-4,2638,-1180,-2415
998,-132,1266,16063,1272,-52,115,-5,2620,-1166,-2399
999,-132,1272,16044,1215,-65,113,-4,2657,-1148,-2421
